"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2011,1072,"South East","ahec",487484,21.99,0.958,0.0429,0.1838
2012,1071,"South East","ahec",494872,21.64,0.9617,0.0486,0.1849
2013,1100,"South East","ahec",502936,21.87,0.9536,0.0509,0.1709
2014,1110,"South East","ahec",509080,21.8,0.9432,0.055,0.1721
2015,1116,"South East","ahec",518781,21.51,0.9409,0.0547,0.1774
2016,1149,"South East","ahec",527596,21.78,0.9434,0.0566,0.1784
2017,1147,"South East","ahec",536440,21.38,0.9442,0.0602,0.1752
2000,2148,"Southern Regional","ahec",800743,26.83,0.8971,0.0279,0.3953
2001,2087,"Southern Regional","ahec",805745,25.9,0.9243,0.0302,0.276
2002,2045,"Southern Regional","ahec",819180,24.96,0.91,0.0303,0.4132
2003,2059,"Southern Regional","ahec",832613,24.73,0.9136,0.0267,0.4109
2004,2031,"Southern Regional","ahec",836143,24.29,0.9178,0.0335,0.4136
2005,2069,"Southern Regional","ahec",842634,24.55,0.9227,0.0285,0.419
2006,2096,"Southern Regional","ahec",844402,24.82,0.9289,0.0305,0.4175
2007,2152,"Southern Regional","ahec",856935,25.11,0.9368,0.0297,0.4275
2008,2210,"Southern Regional","ahec",868197,25.46,0.9276,0.0312,0.4258
2009,2239,"Southern Regional","ahec",879444,25.46,0.929,0.0308,0.4113
2010,2211,"Southern Regional","ahec",888443,24.89,0.934,0.0299,0.4048
2011,2190,"Southern Regional","ahec",900751,24.31,0.9333,0.0315,0.4219
2012,2186,"Southern Regional","ahec",909169,24.04,0.9341,0.0284,0.4318
2013,2305,"Southern Regional","ahec",914274,25.21,0.9328,0.0308,0.4282
2014,2349,"Southern Regional","ahec",913874,25.7,0.9366,0.0353,0.4291
2015,2267,"Southern Regional","ahec",915808,24.75,0.9347,0.0397,0.4411
2016,2278,"Southern Regional","ahec",918447,24.8,0.9363,0.0421,0.4535
2017,2347,"Southern Regional","ahec",921525,25.47,0.9386,0.0481,0.4572
2000,2453,"Wake AHEC","ahec",1216472,20.16,0.9393,0.0501,0.3877
2001,2511,"Wake AHEC","ahec",1261899,19.9,0.9355,0.0526,0.2847
2002,2333,"Wake AHEC","ahec",1296091,18,0.934,0.0514,0.3862
2003,2368,"Wake AHEC","ahec",1330283,17.8,0.9367,0.0557,0.3936
2004,2389,"Wake AHEC","ahec",1360676,17.56,0.9355,0.0615,0.3985
2005,2392,"Wake AHEC","ahec",1395041,17.15,0.9319,0.0602,0.4022
2006,2502,"Wake AHEC","ahec",1454152,17.21,0.9301,0.0576,0.4117
2007,2583,"Wake AHEC","ahec",1514267,17.06,0.9295,0.0561,0.4158
2008,2672,"Wake AHEC","ahec",1560428,17.12,0.9315,0.055,0.4266
2009,2720,"Wake AHEC","ahec",1604088,16.96,0.9272,0.0544,0.4357
2010,2751,"Wake AHEC","ahec",1631633,16.86,0.9251,0.0632,0.4395
2011,2739,"Wake AHEC","ahec",1657781,16.52,0.9237,0.061,0.4407
2012,2794,"Wake AHEC","ahec",1686053,16.57,0.9241,0.0612,0.4438
2013,2835,"Wake AHEC","ahec",1712629,16.55,0.927,0.0589,0.4455
2014,2818,"Wake AHEC","ahec",1742928,16.17,0.9262,0.0557,0.4606
2015,2786,"Wake AHEC","ahec",1776174,15.69,0.9268,0.0567,0.477
2016,2800,"Wake AHEC","ahec",1806644,15.5,0.9254,0.0582,0.4871
2017,2841,"Wake AHEC","ahec",1840349,15.44,0.9243,0.0612,0.4952
2000,213,"Alamance","county",130800,16.28,0.9577,0.1033,0.2441
2001,212,"Alamance","county",133598,15.87,0.9528,0.0896,0.2264
2002,226,"Alamance","county",136034,16.61,0.9735,0.0708,0.2522
2003,206,"Alamance","county",138471,14.88,0.9709,0.0971,0.2476
2004,193,"Alamance","county",138754,13.91,0.9482,0.0933,0.2642
2005,186,"Alamance","county",138788,13.4,0.9516,0.0968,0.2581
2006,183,"Alamance","county",139786,13.09,0.9727,0.1093,0.2678
2007,178,"Alamance","county",143154,12.43,0.9607,0.1124,0.3146
2008,195,"Alamance","county",146025,13.35,0.9538,0.1026,0.2821
2009,198,"Alamance","county",148361,13.35,0.9444,0.0808,0.2929
2010,197,"Alamance","county",151745,12.98,0.9492,0.0964,0.3046
2011,202,"Alamance","county",152531,13.24,0.9505,0.0693,0.2822
2012,192,"Alamance","county",153029,12.55,0.9479,0.0625,0.3021
2013,181,"Alamance","county",153595,11.78,0.9558,0.0497,0.3481
2014,179,"Alamance","county",155789,11.49,0.9721,0.0838,0.3408
2015,187,"Alamance","county",157522,11.87,0.9679,0.0856,0.3476
2016,167,"Alamance","county",159054,10.5,0.9581,0.0898,0.3713
2017,166,"Alamance","county",161076,10.31,0.9759,0.0964,0.3855
2000,30,"Alexander","county",33603,8.93,0.9333,0.2333,0.0667
2001,43,"Alexander","county",33961,12.66,0.907,0.0465,0.2093
2002,35,"Alexander","county",34626,10.11,0.9429,0.1429,0.0857
2003,35,"Alexander","county",35292,9.92,0.9714,0.1143,0.0857
2004,29,"Alexander","county",35165,8.25,0.9655,0.069,0.1034
2005,28,"Alexander","county",35545,7.88,0.9286,0.0357,0.0357
2006,32,"Alexander","county",36296,8.82,0.9375,0.0313,0.0938
2007,35,"Alexander","county",36656,9.55,0.9714,0.0286,0.0571
2008,35,"Alexander","county",36957,9.47,1,0.0286,0.0857
2009,36,"Alexander","county",37318,9.65,0.9722,0,0.1389
2010,25,"Alexander","county",37254,6.71,0.96,0,0.12
2011,25,"Alexander","county",37528,6.66,0.92,0,0.08
2012,33,"Alexander","county",37389,8.83,0.8788,0,0.0909
2013,36,"Alexander","county",37436,9.62,0.8611,0,0.1389
2014,30,"Alexander","county",37832,7.93,0.9333,0.0667,0.1333
2015,25,"Alexander","county",37952,6.59,0.96,0.08,0.08
2016,30,"Alexander","county",38284,7.84,0.9333,0.1,0.0667
2017,32,"Alexander","county",38452,8.32,0.9063,0.125,0.1563
2000,23,"Alleghany","county",10677,21.54,1,0,0.0435
2001,22,"Alleghany","county",10754,20.46,0.9091,0.0909,0.1818
2002,26,"Alleghany","county",10866,23.93,0.9615,0.0385,0.0385
2003,23,"Alleghany","county",10978,20.95,1,0.087,0.0435
2004,29,"Alleghany","county",10912,26.58,0.931,0.069,0.0345
2005,14,"Alleghany","county",10913,12.83,0.9286,0,0
2006,9,"Alleghany","county",11000,8.18,0.8889,0.1111,0
2007,9,"Alleghany","county",11088,8.12,0.8889,0.1111,0
2008,8,"Alleghany","county",11075,7.22,0.875,0.125,0
2009,8,"Alleghany","county",11227,7.13,0.875,0,0
2010,9,"Alleghany","county",11171,8.06,0.8889,0.1111,0
2011,10,"Alleghany","county",11069,9.03,0.9,0.1,0
2012,10,"Alleghany","county",10971,9.11,1,0.1,0
2013,10,"Alleghany","county",11052,9.05,1,0.1,0
2014,13,"Alleghany","county",11099,11.71,1,0.1538,0
2015,10,"Alleghany","county",11190,8.94,1,0.2,0
2016,10,"Alleghany","county",11202,8.93,1,0,0
2017,13,"Alleghany","county",11233,11.57,1,0,0
2000,77,"Anson","county",25275,30.46,0.974,0.039,0.3247
2001,60,"Anson","county",25323,23.69,0.9167,0.0167,0.2833
2002,68,"Anson","county",25496,26.67,0.9853,0.0441,0.2794
2003,69,"Anson","county",25671,26.88,0.9855,0.0435,0.2609
2004,75,"Anson","county",25384,29.55,1,0.0533,0.2667
2005,72,"Anson","county",25848,27.86,1,0.0694,0.2778
2006,63,"Anson","county",25372,24.83,1,0.0794,0.3016
2007,68,"Anson","county",25332,26.84,0.9853,0.0882,0.3382
2008,75,"Anson","county",25368,29.56,0.9867,0.08,0.3467
2009,76,"Anson","county",25193,30.17,1,0.0789,0.3158
2010,65,"Anson","county",26973,24.1,1,0.0615,0.3385
2011,62,"Anson","county",25822,24.01,1,0.0484,0.3065
2012,65,"Anson","county",26626,24.41,1,0.0308,0.3385
2013,59,"Anson","county",26318,22.42,1,0.0169,0.322
2014,52,"Anson","county",26468,19.65,0.9808,0,0.4231
2015,49,"Anson","county",26155,18.73,1,0,0.4286
2016,46,"Anson","county",25628,17.95,0.9783,0.0217,0.3696
2017,50,"Anson","county",25626,19.51,0.96,0.04,0.38
2000,60,"Ashe","county",24384,24.61,0.95,0.0333,0.0167
2001,72,"Ashe","county",24799,29.03,0.9444,0.0278,0.1667
2002,58,"Ashe","county",24970,23.23,0.9483,0.069,0.0517
2003,58,"Ashe","county",25142,23.07,0.9483,0.069,0.0172
2004,48,"Ashe","county",25320,18.96,0.9583,0.0833,0
2005,43,"Ashe","county",25279,17.01,0.9302,0.1163,0
2006,36,"Ashe","county",25778,13.97,0.9444,0.0833,0
2007,35,"Ashe","county",26003,13.46,0.9429,0.0571,0
2008,31,"Ashe","county",26325,11.78,0.9032,0.129,0
2009,30,"Ashe","county",26498,11.32,0.9,0.1333,0
2010,29,"Ashe","county",27378,10.59,0.931,0.1034,0
2011,26,"Ashe","county",27423,9.48,0.9615,0.1538,0
2012,24,"Ashe","county",27361,8.77,0.9167,0.0833,0
2013,18,"Ashe","county",27434,6.56,0.8333,0.1111,0
2014,20,"Ashe","county",27448,7.29,0.9,0.1,0
2015,23,"Ashe","county",27332,8.42,0.913,0.087,0
2016,23,"Ashe","county",27344,8.41,0.9565,0.1304,0
2017,22,"Ashe","county",27218,8.08,0.9545,0.1364,0
2000,69,"Avery","county",17167,40.19,0.971,0.1159,0.0145
2001,78,"Avery","county",17706,44.05,0.9872,0.1282,0.1923
2002,68,"Avery","county",17844,38.11,0.9706,0.0882,0.0147
2003,52,"Avery","county",17980,28.92,1,0.1346,0.0192
2004,50,"Avery","county",18221,27.44,1,0.16,0.04
2005,49,"Avery","county",18195,26.93,0.9796,0.1224,0.0408
2006,49,"Avery","county",18174,26.96,0.9796,0.1429,0.0204
2007,47,"Avery","county",18292,25.69,0.9787,0.1277,0
2008,48,"Avery","county",18429,26.05,0.9583,0.1458,0
2009,55,"Avery","county",18301,30.05,0.9273,0.1273,0
2010,45,"Avery","county",17812,25.26,0.9111,0.1111,0
2011,39,"Avery","county",17834,21.87,0.8974,0.0769,0.0513
2012,36,"Avery","county",17764,20.27,0.8889,0.0556,0.0833
2013,38,"Avery","county",17872,21.26,0.9211,0.0263,0.0526
2014,20,"Avery","county",17895,11.18,1,0.05,0
2015,37,"Avery","county",17816,20.77,0.973,0.0541,0.027
2016,37,"Avery","county",18098,20.44,0.973,0.0541,0.027
2017,30,"Avery","county",18072,16.6,0.9667,0.1,0
2000,122,"Beaufort","county",44958,27.14,0.9918,0.041,0.1639
2001,100,"Beaufort","county",45340,22.06,0.91,0.02,0.23
2002,91,"Beaufort","county",45566,19.97,1,0.0769,0.2088
2003,95,"Beaufort","county",45792,20.75,1,0.0737,0.1895
2004,100,"Beaufort","county",45816,21.83,0.98,0.07,0.21
2005,97,"Beaufort","county",46077,21.05,0.9691,0.0825,0.1649
2006,102,"Beaufort","county",46344,22.01,0.9608,0.0686,0.2059
2007,101,"Beaufort","county",46070,21.92,0.9703,0.0495,0.198
2008,98,"Beaufort","county",46600,21.03,0.9898,0.0918,0.1633
2009,101,"Beaufort","county",47401,21.31,0.9802,0.1287,0.1584
2010,105,"Beaufort","county",47929,21.91,0.981,0.1238,0.1429
2011,103,"Beaufort","county",47854,21.52,0.9806,0.0777,0.1262
2012,93,"Beaufort","county",47901,19.42,0.9785,0.086,0.0968
2013,90,"Beaufort","county",47777,18.84,0.9556,0.0778,0.1333
2014,94,"Beaufort","county",47717,19.7,0.9681,0.0957,0.1383
2015,93,"Beaufort","county",47829,19.44,0.9677,0.086,0.129
2016,93,"Beaufort","county",47610,19.53,0.9677,0.1075,0.1398
2017,92,"Beaufort","county",47547,19.35,0.9783,0.0652,0.1522
2000,40,"Bertie","county",19773,20.23,0.975,0.05,0.275
2001,36,"Bertie","county",19857,18.13,1,0.0556,0.3333
2002,47,"Bertie","county",19753,23.79,0.9787,0.0426,0.4043
2003,39,"Bertie","county",19649,19.85,0.9744,0.0513,0.359
2004,44,"Bertie","county",19748,22.28,0.9773,0.0455,0.3864
2005,49,"Bertie","county",19700,24.87,1,0.0612,0.3878
2006,53,"Bertie","county",19352,27.39,0.9623,0.0377,0.4717
2007,54,"Bertie","county",19971,27.04,0.963,0.037,0.5556
2008,55,"Bertie","county",20072,27.4,0.9636,0.0727,0.5455
2009,45,"Bertie","county",20104,22.38,1,0.0444,0.4
2010,31,"Bertie","county",21313,14.55,1,0.0645,0.4516
2011,29,"Bertie","county",20890,13.88,1,0.1379,0.4138
2012,32,"Bertie","county",20665,15.49,1,0.125,0.4688
2013,35,"Bertie","county",20595,16.99,1,0.0857,0.4571
2014,29,"Bertie","county",20617,14.07,1,0.069,0.3448
2015,31,"Bertie","county",20533,15.1,1,0.129,0.4194
2016,37,"Bertie","county",19847,18.64,1,0.1081,0.4595
2017,33,"Bertie","county",19881,16.6,0.9091,0.0606,0.4545
2000,83,"Bladen","county",32278,25.71,0.9518,0.012,0.3253
2001,75,"Bladen","county",32416,23.14,0.92,0.0533,0.28
2002,78,"Bladen","county",32819,23.77,0.9615,0,0.2692
2003,77,"Bladen","county",33222,23.18,0.974,0.013,0.2597
2004,83,"Bladen","county",33119,25.06,0.9157,0.0482,0.2651
2005,85,"Bladen","county",33204,25.6,0.9176,0.0588,0.2824
2006,75,"Bladen","county",32872,22.82,0.96,0.0267,0.28
2007,85,"Bladen","county",32500,26.15,0.9529,0.0118,0.3412
2008,83,"Bladen","county",32184,25.79,0.9398,0.012,0.3253
2009,81,"Bladen","county",32046,25.28,0.9506,0.0247,0.2716
2010,70,"Bladen","county",35243,19.86,0.9714,0.0429,0.3
2011,72,"Bladen","county",35148,20.48,0.9583,0.0556,0.3056
2012,67,"Bladen","county",35200,19.03,0.9701,0.0448,0.3134
2013,75,"Bladen","county",35209,21.3,0.9733,0.0667,0.28
2014,87,"Bladen","county",35113,24.78,0.977,0.0575,0.2759
2015,80,"Bladen","county",35011,22.85,0.975,0.05,0.3125
2016,79,"Bladen","county",34667,22.79,0.9747,0.0506,0.3165
2017,81,"Bladen","county",34393,23.55,0.9753,0.037,0.284
2000,179,"Brunswick","county",73143,24.47,0.9609,0.0447,0.0894
2001,188,"Brunswick","county",76892,24.45,0.9309,0.0266,0.2287
2002,193,"Brunswick","county",78822,24.49,0.9637,0.0415,0.0881
2003,193,"Brunswick","county",80751,23.9,0.9585,0.0518,0.1036
2004,208,"Brunswick","county",83787,24.82,0.9519,0.0433,0.1058
2005,209,"Brunswick","county",87715,23.83,0.9617,0.0478,0.1005
2006,206,"Brunswick","county",94964,21.69,0.9612,0.0534,0.1068
2007,205,"Brunswick","county",99440,20.62,0.9512,0.0537,0.1171
2008,198,"Brunswick","county",102877,19.25,0.9444,0.0404,0.1212
2009,184,"Brunswick","county",107135,17.17,0.962,0.0489,0.0924
2010,173,"Brunswick","county",108176,15.99,0.9595,0.0347,0.1214
2011,192,"Brunswick","county",110140,17.43,0.9427,0.0208,0.1354
2012,198,"Brunswick","county",112597,17.58,0.9596,0.0455,0.1263
2013,190,"Brunswick","county",115716,16.42,0.9526,0.0474,0.1316
2014,202,"Brunswick","county",117834,17.14,0.9356,0.0347,0.1386
2015,210,"Brunswick","county",123535,17,0.9238,0.0381,0.1238
2016,215,"Brunswick","county",127750,16.83,0.9302,0.0512,0.1163
2017,229,"Brunswick","county",131726,17.38,0.9432,0.0611,0.1397
2000,739,"Buncombe","county",206330,35.82,0.9188,0.0325,0.0744
2001,753,"Buncombe","county",208593,36.1,0.9256,0.0438,0.2284
2002,729,"Buncombe","county",212044,34.38,0.9246,0.0288,0.0727
2003,719,"Buncombe","county",215496,33.36,0.9332,0.0306,0.0626
2004,710,"Buncombe","county",215468,32.95,0.931,0.0282,0.0662
2005,714,"Buncombe","county",217423,32.84,0.9286,0.0378,0.0756
2006,742,"Buncombe","county",221327,33.53,0.9286,0.0418,0.0714
2007,735,"Buncombe","county",225609,32.58,0.9211,0.0463,0.0707
2008,734,"Buncombe","county",227914,32.21,0.9169,0.049,0.0654
2009,719,"Buncombe","county",230450,31.2,0.9138,0.0529,0.064
2010,719,"Buncombe","county",239179,30.06,0.9166,0.0487,0.0584
2011,733,"Buncombe","county",243855,30.06,0.9141,0.0532,0.06
2012,729,"Buncombe","county",245535,29.69,0.9053,0.0508,0.0658
2013,725,"Buncombe","county",248872,29.13,0.8952,0.0441,0.0634
2014,719,"Buncombe","county",251275,28.61,0.9013,0.057,0.0765
2015,712,"Buncombe","county",254836,27.94,0.8989,0.0576,0.0716
2016,690,"Buncombe","county",258406,26.7,0.8986,0.0667,0.0754
2017,672,"Buncombe","county",261532,25.69,0.8988,0.0625,0.0759
2000,167,"Burke","county",89148,18.73,0.9102,0.0479,0.0599
2001,171,"Burke","county",89028,19.21,0.9357,0.0585,0.1813
2002,151,"Burke","county",90485,16.69,0.9205,0.0331,0.0596
2003,151,"Burke","county",91943,16.42,0.9338,0.0397,0.053
2004,156,"Burke","county",89943,17.34,0.9167,0.0449,0.0769
2005,151,"Burke","county",89077,16.95,0.9139,0.0397,0.0728
2006,159,"Burke","county",88664,17.93,0.8994,0.044,0.0566
2007,167,"Burke","county",88439,18.88,0.9042,0.0299,0.0659
2008,180,"Burke","county",89274,20.16,0.9,0.0556,0.0833
2009,182,"Burke","county",89669,20.3,0.8901,0.044,0.0769
2010,172,"Burke","county",91008,18.9,0.8953,0.0465,0.0698
2011,161,"Burke","county",90722,17.75,0.8696,0.0497,0.0807
2012,165,"Burke","county",89977,18.34,0.8606,0.0424,0.0667
2013,176,"Burke","county",89519,19.66,0.8523,0.0511,0.0852
2014,170,"Burke","county",89197,19.06,0.8647,0.0647,0.0941
2015,161,"Burke","county",89114,18.07,0.8509,0.0373,0.087
2016,177,"Burke","county",89814,19.71,0.8757,0.0282,0.0904
2017,170,"Burke","county",90246,18.84,0.8824,0.0294,0.0882
2000,182,"Cabarrus","county",131063,13.89,0.978,0.011,0.1648
2001,218,"Cabarrus","county",136316,15.99,0.9679,0.0138,0.2569
2002,192,"Cabarrus","county",139811,13.73,0.9792,0.0156,0.1563
2003,195,"Cabarrus","county",143306,13.61,0.9641,0.0256,0.1641
2004,195,"Cabarrus","county",146852,13.28,0.9641,0.0205,0.1128
2005,197,"Cabarrus","county",150249,13.11,0.9797,0.0203,0.1269
2006,221,"Cabarrus","county",157176,14.06,0.9729,0.0362,0.1719
2007,234,"Cabarrus","county",164384,14.23,0.9615,0.0385,0.1667
2008,244,"Cabarrus","county",170448,14.32,0.9713,0.0492,0.168
2009,245,"Cabarrus","county",174294,14.06,0.9633,0.049,0.2204
2010,214,"Cabarrus","county",179025,11.95,0.9486,0.0421,0.1963
2011,216,"Cabarrus","county",181253,11.92,0.9491,0.0231,0.2269
