"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2008,120,"Alexander","county",36957,32.47,0.9417,0.0417,0.075
2009,119,"Alexander","county",37318,31.89,0.9328,0.042,0.0756
2010,112,"Alexander","county",37254,30.06,0.9286,0.0357,0.0357
2011,115,"Alexander","county",37528,30.64,0.9217,0.0348,0.0435
2012,109,"Alexander","county",37389,29.15,0.9358,0.0367,0.055
2013,120,"Alexander","county",37436,32.05,0.9417,0.0417,0.0417
2014,136,"Alexander","county",37832,35.95,0.9265,0.0735,0.0515
2015,128,"Alexander","county",37952,33.73,0.9219,0.0781,0.0391
2016,135,"Alexander","county",38284,35.26,0.9333,0.0667,0.0222
2017,134,"Alexander","county",38452,34.85,0.903,0.0821,0.0224
2000,79,"Alleghany","county",10677,73.99,0.8861,0.0506,0.0127
2001,89,"Alleghany","county",10754,82.76,0.9101,0.0225,0.0562
2002,81,"Alleghany","county",10866,74.54,0.9012,0.0247,0.0247
2003,81,"Alleghany","county",10978,73.78,0.9012,0.0494,0.0247
2004,76,"Alleghany","county",10912,69.65,0.8947,0.0526,0.0263
2005,56,"Alleghany","county",10913,51.31,0.9107,0.0536,0
2006,54,"Alleghany","county",11000,49.09,0.9074,0.0556,0
2007,52,"Alleghany","county",11088,46.9,0.9231,0.0962,0
2008,52,"Alleghany","county",11075,46.95,0.9231,0.0962,0.0192
2009,50,"Alleghany","county",11227,44.54,0.92,0.06,0
2010,48,"Alleghany","county",11171,42.97,0.9167,0.0625,0
2011,41,"Alleghany","county",11069,37.04,0.878,0.0488,0
2012,45,"Alleghany","county",10971,41.02,0.8889,0.1111,0.0222
2013,41,"Alleghany","county",11052,37.1,0.9268,0.1707,0
2014,52,"Alleghany","county",11099,46.85,0.9423,0.1154,0.0385
2015,53,"Alleghany","county",11190,47.36,0.9245,0.0943,0.0377
2016,48,"Alleghany","county",11202,42.85,0.8958,0.1042,0.0208
2017,49,"Alleghany","county",11233,43.62,0.8776,0.102,0.0204
2000,135,"Anson","county",25275,53.41,0.9852,0.0222,0.1556
2001,137,"Anson","county",25323,54.1,0.9708,0.0073,0.1387
2002,126,"Anson","county",25496,49.42,0.9762,0.0238,0.2143
2003,123,"Anson","county",25671,47.91,0.9675,0.0163,0.187
2004,129,"Anson","county",25384,50.82,0.9457,0.0233,0.186
2005,131,"Anson","county",25848,50.68,0.9618,0.0458,0.1756
2006,130,"Anson","county",25372,51.24,0.9538,0.0692,0.2
2007,139,"Anson","county",25332,54.87,0.9281,0.0647,0.1655
2008,142,"Anson","county",25368,55.98,0.9296,0.0704,0.1831
2009,135,"Anson","county",25193,53.59,0.9259,0.0741,0.2074
2010,140,"Anson","county",26973,51.9,0.9214,0.0643,0.1929
2011,130,"Anson","county",25822,50.34,0.9462,0.0769,0.2154
2012,118,"Anson","county",26626,44.32,0.9407,0.0847,0.2034
2013,122,"Anson","county",26318,46.36,0.9426,0.082,0.1639
2014,130,"Anson","county",26468,49.12,0.9308,0.0923,0.1923
2015,115,"Anson","county",26155,43.97,0.9391,0.0609,0.1826
2016,107,"Anson","county",25628,41.75,0.9533,0.0561,0.1682
2017,99,"Anson","county",25626,38.63,0.9394,0.0505,0.1515
2000,147,"Ashe","county",24384,60.29,0.9184,0.0068,0.0204
2001,169,"Ashe","county",24799,68.15,0.9112,0.0118,0.0414
2002,135,"Ashe","county",24970,54.06,0.9185,0.0444,0.0222
2003,125,"Ashe","county",25142,49.72,0.92,0.032,0.008
2004,121,"Ashe","county",25320,47.79,0.9421,0.0579,0.0165
2005,119,"Ashe","county",25279,47.07,0.9328,0.0588,0.0084
2006,124,"Ashe","county",25778,48.1,0.9274,0.0323,0.0081
2007,126,"Ashe","county",26003,48.46,0.9206,0.0317,0.0079
2008,135,"Ashe","county",26325,51.28,0.9185,0.037,0.0148
2009,132,"Ashe","county",26498,49.82,0.9318,0.0682,0.0152
2010,132,"Ashe","county",27378,48.21,0.9318,0.053,0.0152
2011,129,"Ashe","county",27423,47.04,0.907,0.031,0.0078
2012,131,"Ashe","county",27361,47.88,0.9008,0.0534,0
2013,130,"Ashe","county",27434,47.39,0.8923,0.0385,0
2014,165,"Ashe","county",27448,60.11,0.9212,0.0242,0
2015,167,"Ashe","county",27332,61.1,0.9102,0.0479,0.018
2016,168,"Ashe","county",27344,61.44,0.9107,0.0714,0.0179
2017,163,"Ashe","county",27218,59.89,0.9202,0.0798,0.0061
2000,157,"Avery","county",17167,91.45,0.9108,0.051,0.0064
2001,157,"Avery","county",17706,88.67,0.949,0.0255,0.051
2002,163,"Avery","county",17844,91.35,0.9387,0.0307,0.0184
2003,142,"Avery","county",17980,78.98,0.9366,0.0141,0.0211
2004,133,"Avery","county",18221,72.99,0.9398,0.0301,0.015
2005,142,"Avery","county",18195,78.04,0.9366,0.0211,0.0141
2006,132,"Avery","county",18174,72.63,0.9318,0.0303,0.0076
2007,134,"Avery","county",18292,73.26,0.9254,0.0299,0.0075
2008,131,"Avery","county",18429,71.08,0.916,0.0458,0.0076
2009,131,"Avery","county",18301,71.58,0.9389,0.0382,0.0153
2010,105,"Avery","county",17812,58.95,0.9524,0.0381,0.019
2011,109,"Avery","county",17834,61.12,0.9541,0.0367,0.0183
2012,132,"Avery","county",17764,74.31,0.947,0.053,0.0152
2013,132,"Avery","county",17872,73.86,0.9621,0.0682,0.0152
2014,87,"Avery","county",17895,48.62,0.9425,0.046,0.0115
2015,82,"Avery","county",17816,46.03,0.9756,0.0732,0.0122
2016,128,"Avery","county",18098,70.73,0.9219,0.0781,0.0078
2017,136,"Avery","county",18072,75.25,0.9265,0.0882,0.0294
2000,411,"Beaufort","county",44958,91.42,0.9221,0.0097,0.0438
2001,452,"Beaufort","county",45340,99.69,0.9336,0.0288,0.0752
2002,373,"Beaufort","county",45566,81.86,0.9544,0.0375,0.0429
2003,375,"Beaufort","county",45792,81.89,0.952,0.0293,0.0347
2004,386,"Beaufort","county",45816,84.25,0.9352,0.0337,0.0363
2005,398,"Beaufort","county",46077,86.38,0.9397,0.0452,0.0352
2006,412,"Beaufort","county",46344,88.9,0.949,0.0485,0.0485
2007,408,"Beaufort","county",46070,88.56,0.9412,0.0564,0.0515
2008,415,"Beaufort","county",46600,89.06,0.9422,0.0699,0.0554
2009,399,"Beaufort","county",47401,84.18,0.9323,0.0752,0.0501
2010,421,"Beaufort","county",47929,87.84,0.9335,0.0665,0.0594
2011,417,"Beaufort","county",47854,87.14,0.9329,0.0647,0.0528
2012,409,"Beaufort","county",47901,85.38,0.9315,0.0685,0.0611
2013,395,"Beaufort","county",47777,82.68,0.9392,0.0557,0.0684
2014,429,"Beaufort","county",47717,89.91,0.9324,0.0559,0.0769
2015,408,"Beaufort","county",47829,85.3,0.9118,0.0515,0.0662
2016,406,"Beaufort","county",47610,85.28,0.9261,0.0493,0.0665
2017,419,"Beaufort","county",47547,88.12,0.9284,0.0644,0.0788
2000,100,"Bertie","county",19773,50.57,0.94,0.05,0.21
2001,105,"Bertie","county",19857,52.88,0.9714,0.019,0.2095
2002,101,"Bertie","county",19753,51.13,0.9505,0.0396,0.2574
2003,106,"Bertie","county",19649,53.95,0.9623,0.0566,0.2358
2004,101,"Bertie","county",19748,51.14,0.9703,0.0396,0.2574
2005,95,"Bertie","county",19700,48.22,0.9684,0.0526,0.2526
2006,104,"Bertie","county",19352,53.74,0.9519,0.0673,0.2404
2007,110,"Bertie","county",19971,55.08,0.9364,0.0636,0.2455
2008,106,"Bertie","county",20072,52.81,0.9245,0.066,0.2358
2009,114,"Bertie","county",20104,56.71,0.9474,0.0614,0.193
2010,106,"Bertie","county",21313,49.73,0.9434,0.0377,0.2075
2011,102,"Bertie","county",20890,48.83,0.9412,0.0392,0.2353
2012,108,"Bertie","county",20665,52.26,0.9444,0.0648,0.25
2013,110,"Bertie","county",20595,53.41,0.9455,0.0455,0.2545
2014,120,"Bertie","county",20617,58.2,0.95,0.0333,0.2083
2015,134,"Bertie","county",20533,65.26,0.9627,0.0448,0.194
2016,131,"Bertie","county",19847,66,0.9695,0.0382,0.1756
2017,115,"Bertie","county",19881,57.84,0.9478,0.0609,0.2087
2000,175,"Bladen","county",32278,54.22,0.9543,0.0171,0.1086
2001,162,"Bladen","county",32416,49.98,0.9383,0.0309,0.1049
2002,157,"Bladen","county",32819,47.84,0.949,0.0191,0.1338
2003,157,"Bladen","county",33222,47.26,0.9618,0.0318,0.1338
2004,158,"Bladen","county",33119,47.71,0.9494,0.0316,0.1139
2005,148,"Bladen","county",33204,44.57,0.9527,0.0338,0.1014
2006,157,"Bladen","county",32872,47.76,0.9554,0.0255,0.121
2007,165,"Bladen","county",32500,50.77,0.9515,0.0182,0.1212
2008,160,"Bladen","county",32184,49.71,0.95,0.025,0.0875
2009,170,"Bladen","county",32046,53.05,0.9529,0.0176,0.1118
2010,158,"Bladen","county",35243,44.83,0.9557,0.019,0.1329
2011,165,"Bladen","county",35148,46.94,0.9576,0.0303,0.1333
2012,166,"Bladen","county",35200,47.16,0.9518,0.0241,0.1205
2013,165,"Bladen","county",35209,46.86,0.9273,0.0242,0.1212
2014,180,"Bladen","county",35113,51.26,0.9389,0.0389,0.1167
2015,188,"Bladen","county",35011,53.7,0.9681,0.0372,0.1223
2016,190,"Bladen","county",34667,54.81,0.9632,0.0368,0.1368
2017,183,"Bladen","county",34393,53.21,0.9617,0.0328,0.1421
2000,319,"Brunswick","county",73143,43.61,0.9279,0.0815,0.069
2001,385,"Brunswick","county",76892,50.07,0.9247,0.0468,0.0571
2002,411,"Brunswick","county",78822,52.14,0.9221,0.0681,0.0438
2003,398,"Brunswick","county",80751,49.29,0.9146,0.0879,0.0452
2004,409,"Brunswick","county",83787,48.81,0.9144,0.0954,0.0513
2005,427,"Brunswick","county",87715,48.68,0.9133,0.089,0.0515
2006,443,"Brunswick","county",94964,46.65,0.9233,0.0903,0.0451
2007,474,"Brunswick","county",99440,47.67,0.9219,0.0949,0.0443
2008,501,"Brunswick","county",102877,48.7,0.9261,0.0878,0.0439
2009,533,"Brunswick","county",107135,49.75,0.9156,0.1013,0.045
2010,501,"Brunswick","county",108176,46.31,0.9222,0.1098,0.0399
2011,534,"Brunswick","county",110140,48.48,0.9307,0.1049,0.0337
2012,542,"Brunswick","county",112597,48.14,0.928,0.1162,0.0424
2013,550,"Brunswick","county",115716,47.53,0.9327,0.1327,0.0436
2014,578,"Brunswick","county",117834,49.05,0.9221,0.1246,0.0415
2015,593,"Brunswick","county",123535,48,0.914,0.1046,0.0354
2016,646,"Brunswick","county",127750,50.57,0.9133,0.1378,0.0464
2017,670,"Brunswick","county",131726,50.86,0.9179,0.1567,0.0507
2000,3144,"Buncombe","county",206330,152.38,0.8954,0.0172,0.0264
2001,3256,"Buncombe","county",208593,156.09,0.9017,0.0197,0.0528
2002,3381,"Buncombe","county",212044,159.45,0.8915,0.0207,0.0278
2003,3408,"Buncombe","county",215496,158.15,0.8917,0.0246,0.0261
2004,3459,"Buncombe","county",215468,160.53,0.8881,0.0275,0.0252
2005,3583,"Buncombe","county",217423,164.79,0.8912,0.0301,0.024
2006,3685,"Buncombe","county",221327,166.5,0.8912,0.0339,0.025
2007,3828,"Buncombe","county",225609,169.67,0.8869,0.0332,0.024
2008,3959,"Buncombe","county",227914,173.71,0.8843,0.0366,0.026
2009,4041,"Buncombe","county",230450,175.35,0.882,0.0396,0.0265
2010,4167,"Buncombe","county",239179,174.22,0.8802,0.0406,0.0283
2011,4307,"Buncombe","county",243855,176.62,0.8737,0.0455,0.0293
2012,4406,"Buncombe","county",245535,179.44,0.8672,0.0497,0.0284
2013,4473,"Buncombe","county",248872,179.73,0.8654,0.055,0.03
2014,4418,"Buncombe","county",251275,175.82,0.8642,0.0573,0.0303
2015,4481,"Buncombe","county",254836,175.84,0.861,0.0558,0.0304
2016,4605,"Buncombe","county",258406,178.21,0.8647,0.0625,0.0308
2017,4687,"Buncombe","county",261532,179.21,0.8673,0.0736,0.0297
2000,885,"Burke","county",89148,99.27,0.878,0.0215,0.0249
2001,950,"Burke","county",89028,106.71,0.8989,0.0232,0.0547
2002,899,"Burke","county",90485,99.35,0.8854,0.0211,0.0256
2003,895,"Burke","county",91943,97.34,0.8793,0.0223,0.0313
2004,917,"Burke","county",89943,101.95,0.8877,0.0327,0.0349
2005,929,"Burke","county",89077,104.29,0.8837,0.0409,0.0291
2006,941,"Burke","county",88664,106.13,0.8672,0.0372,0.0244
2007,957,"Burke","county",88439,108.21,0.8757,0.0334,0.0261
2008,973,"Burke","county",89274,108.99,0.8787,0.0401,0.0288
2009,1007,"Burke","county",89669,112.3,0.8838,0.0357,0.0288
2010,971,"Burke","county",91008,106.69,0.8908,0.034,0.0288
2011,969,"Burke","county",90722,106.81,0.8937,0.0372,0.0289
2012,996,"Burke","county",89977,110.69,0.8926,0.0382,0.0291
2013,1024,"Burke","county",89519,114.39,0.8896,0.0537,0.0264
2014,1010,"Burke","county",89197,113.23,0.8832,0.0515,0.0307
2015,1025,"Burke","county",89114,115.02,0.8829,0.0507,0.0302
2016,1021,"Burke","county",89814,113.68,0.8766,0.0539,0.0343
2017,1022,"Burke","county",90246,113.25,0.8767,0.047,0.0391
2000,1241,"Cabarrus","county",131063,94.69,0.9597,0.0064,0.0475
2001,1366,"Cabarrus","county",136316,100.21,0.9546,0.0139,0.0754
2002,1371,"Cabarrus","county",139811,98.06,0.9519,0.0095,0.0547
2003,1391,"Cabarrus","county",143306,97.07,0.9482,0.0101,0.0597
